"Year","January","February","March","April","May","June","July","August","September","October","November","December","Min","Max","Mean"
1992,0.974529936952802,2.86523780152553,4.85623676050717,7.80287075464063,14.5079996539242,17.2966874405182,18.6473169356662,19.0861231974055,13.365444051543,6.47285760934181,5.42386695059768,1.25714632587503,0.974529936952802,19.0861231974055,9.37969311820815
1993,2.47098321811428,-0.667247273955284,3.64923793549035,10.362347231254,14.633620706497,15.6554287851344,16.0912961934452,15.7911502276007,12.233108011934,7.85705450414872,0.360660111693176,3.23400808812653,-0.667247273955284,16.0912961934452,8.47263731162359
1994,2.96338434230247,-0.185816473766616,6.34284223129586,7.93747917265555,12.5560196258474,15.9363895920492,21.3447534628513,17.8349589593166,13.2433239464922,7.63889333887799,7.24440878251089,3.61761414222041,-0.185816473766616,21.3447534628513,9.70618759355443
1995,0.180054032480889,4.58335459094677,3.11298202917642,8.4836214042305,12.2406957240101,14.3445427473395,20.0743069413318,18.2685174279869,12.5845558089103,11.7785525100264,2.96810632341901,-1.8168826384373,-1.8168826384373,20.0743069413318,8.90020057511845
1996,-2.8147188273612,-2.17736747947966,0.996070644119642,8.4148829342763,11.1545546646274,15.6517921982233,15.8913924806658,17.1479903880235,10.9065009224037,9.17898454659883,4.47606355514746,-2.36064838977067,-2.8147188273612,17.1479903880235,7.2054581364562
1997,-2.62251446401509,4.09745941284332,5.82681696776192,6.36063694694155,12.6621063736558,15.8571993536197,17.153962149354,19.8114467364214,13.7039687080488,7.6602551471799,3.98207718048691,2.20202147344566,-2.62251446401509,19.8114467364214,8.89128633214533
1998,2.38962609858137,4.3396968487565,4.9854851899091,8.84942464897028,14.0355573355512,16.4591719857216,16.4130833400781,16.7335492585884,13.3518524823962,8.70154645649074,1.54969871868223,0.991880335916808,0.991880335916808,16.7335492585884,9.06671439163687
1999,2.60937446797822,0.388531773387329,5.39890511661917,8.89115720493549,13.7709779153398,15.2360708673944,18.9824882850548,17.1667557904902,16.8232155466184,8.99002129482589,3.46136677616431,2.06858748042858,0.388531773387329,18.9824882850548,9.48228770993638
2000,1.05708659988892,3.86904100719224,5.16965305900313,10.1459443543593,14.6239277929574,17.0000122801093,15.295815273665,17.5950896308432,13.9077554472053,10.558673804015,6.09978593536755,3.11562029902066,1.05708659988892,17.5950896308432,9.86986712363558
2001,0.874394576657187,2.25770060535357,4.23114905540841,7.10474793680209,14.3968574083946,14.3430255956551,18.5613450068797,18.5928348353209,11.7747568398813,12.4821341155391,3.81739979849457,-0.206044604706073,-0.206044604706073,18.5928348353209,9.01919176414003
2002,1.19361434316765,5.04891976902231,5.38499259007042,8.05957415930093,13.7645545808994,17.3919238744861,17.7048657142139,18.7944703226041,13.1452429926626,8.29142234365886,5.55415611926219,0.343034247550257,0.343034247550257,18.7944703226041,9.5563975880749
2003,-0.250984222850493,-1.84609450660474,5.33912917279509,8.50267371470515,14.1477082246032,19.3613899409159,19.1135234703589,20.6349000706106,13.8479292665705,5.93764327957064,6.02693111695967,1.8182903855117,-1.84609450660474,20.6349000706106,9.38608665942884
2004,-0.0524743024758375,2.43898990519197,4.12955961853515,9.34344674758514,11.5995648934003,15.2830788466745,16.7430024309035,18.4684596556546,14.2183847190785,10.1915052343966,4.20799239749597,1.07852041428623,-0.0524743024758375,18.4684596556546,8.97083588006054
2005,2.03522409803993,-1.0260857430722,3.63090401140934,9.26197771160163,12.7552138832217,16.3809091746371,18.018782706257,15.7756144938781,14.9850771553685,10.9886537372001,4.16876219289261,0.872512929001432,-1.0260857430722,18.018782706257,8.98729552920294
2006,-2.59079242987081,-0.340958071799566,1.52424902945273,8.04007306665029,13.0635668693815,16.8201820805296,21.9962506593581,15.53813922853,16.9025913821542,12.1413552216978,7.03267485898806,4.42605169367826,-2.59079242987081,21.9962506593581,9.54611529906253
2007,4.76095204338228,3.96251357091624,6.19535337409958,11.516758162784,14.1567659215803,17.3827422600425,17.2404297480066,16.8578298255945,12.5810470467733,8.34615199984371,3.66804687652629,1.5900849281195,1.5900849281195,17.3827422600425,9.8548896464724
2008,3.65041543051551,3.74213221770401,4.24777855613824,7.64072223788246,14.5114813440021,16.9430621568896,18.0171756865,17.3778620329721,12.4334144564796,9.08373862345557,5.05667996081529,1.0643589364309,1.0643589364309,18.0171756865,9.48073513664878
2009,-2.16749985347597,0.535972068333227,4.31621504704119,11.831878047351,13.6170026485963,14.8104933533908,18.014326701144,18.6519057892343,14.6861131500434,8.16483199973207,7.38321504425026,0.318697582772123,-2.16749985347597,18.6519057892343,9.18026263153439
2010,-3.64857173956121,-0.471602247260001,4.20051381093655,8.6831971822731,10.4287985308524,16.327757233403,20.3247167899794,16.6966600893657,12.3842348515084,8.12679743122441,4.76128444361337,-3.66171564290559,-3.66171564290559,20.3247167899794,7.84600589445246
2011,0.954217519808653,0.925732969023424,4.90843196958998,11.5882102577986,13.8754258267444,16.5431017881514,16.0980109013879,17.7243701559853,15.2153947915591,9.38522730761395,4.49928691638083,3.90305411899984,0.925732969023424,17.7243701559853,9.63503871025361
2012,1.90852072128896,-2.49767822206345,6.93747470716126,8.14695662609579,14.2101743496426,15.4744816537958,17.3878826021552,18.4276838318406,13.6325897355032,8.71864455502745,5.20111023351744,1.48501994122293,-2.49767822206345,18.4276838318406,9.08607172793232
2013,0.199513261122569,-0.717078841092595,0.0708966991624407,8.10426426795198,11.7802555379107,15.6630692458617,19.4535666740161,17.9330080964993,13.267746292942,10.6419371314223,4.62750716572287,3.56142985127113,-0.717078841092595,19.4535666740161,8.71550961523254
2014,2.11629375137802,4.33941608080312,6.93643675883261,10.7717216992322,12.4004013362992,16.0896989419569,19.2963595057814,15.9606609489734,14.9232755516979,11.8829094369849,6.46721629458866,2.72903464386288,2.11629375137802,19.2963595057814,10.3261187458659
2015,2.18813518167584,0.718744749555544,5.17893849618898,8.41524129019294,12.3455318543244,15.819382757052,19.389175641845,19.866404132815,12.9557173677028,8.38414386706224,7.50516127411716,6.48801740426399,0.718744749555544,19.866404132815,9.93788283473299
2016,1.01081570625979,3.32751805036519,4.01297058634731,7.8945562833691,13.6892515552479,16.9854913299637,18.6077841938248,17.723461706991,16.8473521014337,8.48708132502379,3.83299553729665,2.16285127392179,1.01081570625979,18.6077841938248,9.5485108041704
2017,-2.14814444757649,2.89520880372199,7.19584736940522,7.41681314418244,14.1275163758048,17.7598264597282,18.0556406170197,17.8662238384831,12.7870796504634,11.1392756968264,5.11462533107454,2.71447796976302,-2.14814444757649,18.0556406170197,9.57703256740803
2018,3.72273215686165,-1.8666106619258,2.36241002726742,12.3246034780619,16.0301152934807,17.7292015417119,20.2908457367089,19.9050024699765,15.0861156618839,10.7195410030058,5.21178806764107,3.89690876157889,-1.8666106619258,20.2908457367089,10.4510544613544
2019,0.630300053306838,3.94905568750471,6.57762871089553,9.61533590285317,10.9858000072564,19.7773334300857,18.8998936654173,19.06486884006,14.0510177140577,10.8058221672718,5.21501047995691,3.75324404205379,0.630300053306838,19.7773334300857,10.27710922506
