"Year","January","February","March","April","May","June","July","August","September","October","November","December","Min","Max","Mean"
1915,0.210976464054166,1.08604700490925,1.88549188815053,6.87540517383332,13.1553372425015,17.573009715241,16.1930416435252,15.2300527765606,11.8425983036704,6.4050317747828,1.5167668146792,3.55855881753711,0.210976464054166,17.573009715241,7.96102646828708
1916,3.81335322338914,0.963689112287645,4.07317270578254,8.27673840297179,13.1662458868611,12.8068977932085,16.0447302980997,15.935437883579,11.9794523071255,8.53285264147942,4.54359689983059,1.8279897181994,0.963689112287645,16.0447302980997,8.49701307273453
1917,-2.5981401216289,-3.67912269782837,0.126023226152167,4.35820464802137,15.0782999305057,18.7984923374909,17.3388687786594,16.6687741939085,14.5427250120708,7.23915457029386,5.08116649874547,-2.08746731118634,-3.67912269782837,18.7984923374909,7.57224825543372
1918,0.753582024152742,1.81787202451556,4.1896847081939,9.07834514363542,14.054499683229,12.9763962344719,16.5411849747281,15.9195770060535,12.9446013569521,7.88236353030815,2.97217187687516,3.93233073683447,0.753582024152742,16.5411849747281,8.58855077499584
1919,0.686419594588937,-0.335932995258203,3.13273960865524,5.53906693496845,11.6022679129117,15.0314314979221,14.3571806543624,16.1150827651457,14.7657982210587,6.00636500392126,0.531994708389268,0.788631409728638,-0.335932995258203,16.1150827651457,7.35175377636619
1920,2.35586221717373,3.07527651177914,6.24152044498651,9.39324007892761,13.8694551817875,14.9451140515151,17.3955520885954,15.0025414244369,13.0318314387544,6.95956606559253,1.19816775187481,0.595102748232641,0.595102748232641,17.3955520885954,8.67193583363801
1921,4.26883726901533,1.34269877729185,5.73513422996737,7.81025640310017,14.023798293623,14.4358344752905,18.7594041914246,17.2847347077753,13.4666313148369,11.0086343122999,-0.1875649938739,0.561259046114601,-0.1875649938739,18.7594041914246,9.04247150223879
1922,-2.61953597932476,-1.14275738690438,3.59315048994845,5.5743499217143,13.5871840313924,15.6872309190825,15.7150520648725,15.3653893492379,11.2202817168709,5.04789158896241,2.55199482002663,2.22390909370002,-2.61953597932476,15.7150520648725,7.23367838579824
1923,1.52805223511944,1.06365450470691,5.04313723301228,6.86374130275214,11.4965049134392,11.2360750537953,18.659674353829,15.7494974923459,13.0863743814593,10.3138042383123,2.94226897346659,-1.66996424813635,-1.66996424813635,18.659674353829,8.02606836950849
1924,-2.87203735385972,-2.54211575119382,2.2936483925616,6.34921895713963,13.7137771662531,15.1832697465553,16.8025746365506,14.5435547567282,13.5780710739235,9.37168039341005,2.95852616361013,1.46097437085372,-2.87203735385972,16.8025746365506,7.57009521271103
1925,2.48733753275859,3.73876467682381,1.40565582760959,8.20625448293763,13.9503065840922,15.027118109533,17.9110995442405,16.5462814991781,10.9936492298418,8.48989542370563,1.99195010926506,-0.425775112125771,-0.425775112125771,17.9110995442405,8.36021149232168
1926,-0.000536138407995506,4.51372134757454,4.11333759415913,9.75138555914966,10.783123222524,13.8444135270986,17.4353189897936,16.0153163663157,14.6026566900082,7.85506540553665,6.06333410549172,0.538561496833685,-0.000536138407995506,17.4353189897936,8.79297484717311
1927,1.80693072622892,0.952733859331348,5.94831916004052,7.1625869724786,10.9736022305144,14.1442745385888,17.3341855915245,16.4613184930073,13.5449052896571,8.56004164073424,2.68614636215717,-2.59480774651622,-2.59480774651622,17.3341855915245,8.08168642647889
1928,1.60869989924729,2.59491603475271,3.04139624842661,7.54771827196535,10.137596670974,14.1470238876035,18.4313583754532,16.2355712902208,12.4924918295409,8.66195929143769,6.18924681066025,-0.305349941250841,-0.305349941250841,18.4313583754532,8.39855238908596
1929,-4.69367630190091,-9.52023957376857,2.68438388738023,4.52021529264338,13.1829884204151,14.5498028205178,17.6016642339026,17.1873802340477,15.5466864636913,9.70395196244519,4.73644261979386,3.57276997401641,-9.52023957376857,17.6016642339026,7.42269750276535
1930,2.28895097166365,-0.116253561929428,4.27411604145095,8.35853342003835,11.706383982272,18.3001663396622,16.3851248803387,15.9647393407256,13.180280656316,8.73352804749053,5.93776580157018,0.570435636877168,-0.116253561929428,18.3001663396622,8.79864762970633
1931,0.181683100615959,-1.07250092798553,0.255166995531715,5.83269104640486,15.1926735193398,16.1132513543007,16.8727074570964,15.4570131983266,10.1909967262345,7.29378682288454,4.6726940606135,0.0708581842742039,-1.07250092798553,16.8727074570964,7.58841846146976
1932,1.84054668813825,-1.81666578287092,0.885866710577361,7.02058118408163,12.5650064331027,14.6423320485734,17.9403708593006,18.7701523570833,15.0174681763759,8.51378051537386,4.1924926668211,0.810224307359972,-1.81666578287092,18.7701523570833,8.36517968032643
1933,-2.58319578680614,0.187566110247472,5.17902529423421,7.06294839842256,11.4966704158212,14.3449644574564,18.0916297100499,16.9533302819122,13.5450144151737,8.84307136697153,2.54821757004546,-4.04058743577363,-4.04058743577363,18.0916297100499,7.63572123314625
1934,0.449917248808969,1.24796750236532,4.18763588359573,10.4099407484727,13.3673703541416,16.4178664426477,18.3245097026818,16.4296511611681,15.632988001775,9.62278155639222,4.0786055377711,4.83734799876083,0.449917248808969,18.3245097026818,9.58388184488175
1935,-0.752386667150428,1.95122256860813,2.83625674359411,7.35581114308281,10.5253444710203,17.2591027705601,17.800063912387,16.6495591719857,13.6708648825156,8.58048383630614,5.1890369324287,0.390885088877291,-0.752386667150428,17.800063912387,8.45468707118463
1936,3.07462092139893,0.311490554084113,5.07597564072866,6.26650795555717,12.3541145343466,16.2172535535566,16.8036865446284,16.2031127286124,13.0051646232379,6.38186506950821,3.75946001010318,1.54395972124152,0.311490554084113,16.8036865446284,8.41643432141698
1937,-0.814973639629029,2.29680047334239,2.96117615537687,8.05592082678627,14.7202806004973,16.3484737777803,17.1675040398769,17.0652110085598,13.3219819538212,9.44523210802031,3.30779563665389,-0.479433886961594,-0.814973639629029,17.1675040398769,8.61633075451038
1938,1.7035358341962,0.99281418240986,6.97573227128994,5.00474263402762,10.7557999793471,15.9984591253771,16.7460278032838,17.6838231887537,13.8001783406781,8.65414942102076,7.00941102921271,-1.92694758346986,-1.92694758346986,17.6838231887537,8.61647718551059
1939,2.56880684783549,1.69316556099167,1.82547536582166,8.68162756103075,10.5177193604296,16.3548231524715,17.0349006287974,17.5078447570911,13.3585660739653,6.52981805901709,5.49214324189303,-1.56897123384398,-1.56897123384398,17.5078447570911,8.33299328129172
1940,-9.03225482343156,-4.2318573944399,2.84305992414242,7.97931666773652,12.276008573749,16.7213752047848,16.1772153735805,14.5250053725478,12.4211826303436,7.63990281968055,5.45927608755718,-2.83102178882119,-9.03225482343156,16.7213752047848,6.66226738728581
1941,-5.37199325710362,-0.136250603539462,3.35048129655627,5.55468165212125,9.25288931435126,16.3447470437032,18.567275462388,14.9801653907447,12.2741623709542,7.97697451598228,2.0014959405866,1.53408232696907,-5.37199325710362,18.567275462388,7.19405928780948
1942,-7.88559571089274,-5.31857422349241,1.51678774668367,7.54693681046489,12.1398151843551,14.4267220760083,16.0813705160158,17.6475318375788,15.1387043926509,11.1307449281753,3.29673153727432,2.08663589196853,-7.88559571089274,17.6475318375788,7.31731758223254
1943,-0.370249202490629,2.98995319603799,5.71222931429544,9.29582504193378,12.8127799655599,14.3660050292629,17.7123928630238,17.962772569585,13.7605197277165,9.86994806071956,2.71876121606573,0.170538901432587,-0.370249202490629,17.962772569585,8.91678972359521
1944,3.14387431866325,-1.0203182781054,1.03406167405799,8.64114422709271,11.5996056410357,14.1757813917271,17.4154617739734,19.6548786920567,12.8321967720058,8.63141000773089,4.14049645132751,-0.371648576763242,-1.0203182781054,19.6548786920567,8.32307867456687
1945,-4.01515616670807,4.04619777116016,6.14172083404269,8.93533601449053,14.0605205649967,16.6808396803822,17.8886651800292,16.2454313807029,13.8175100403848,9.70257463655063,3.56630003097937,1.25908379220939,-4.01515616670807,17.8886651800292,9.02741864660171
1946,-1.77167174151486,2.53822853841581,3.81531245900816,10.1502259261017,13.8285219492999,14.6451201915697,18.3437891951784,16.1472267885002,14.0920014624494,7.02317591535656,3.95284968308945,-2.32819736368381,-2.32819736368381,18.3437891951784,8.36971525031421
1947,-4.70039742899166,-6.55647064077052,2.68125859956517,9.45236740970631,14.6677465720354,17.8516091129575,18.8570642724175,18.8815572294957,16.7454793847665,7.74180344568703,5.25086086357078,1.43046862571622,-6.55647064077052,18.8815572294957,8.52527895384632
1948,3.10885423789363,0.543010524611851,5.73950762343603,9.99893888691973,13.5695070931586,15.5943117975568,16.1721757841827,16.4340505103223,13.8214876794222,8.71870149007962,4.22217759828972,0.885039756853836,0.543010524611851,16.4340505103223,9.06731358189391
1949,1.24475597469181,1.72987945956355,2.10368598644164,10.2953477922317,12.1754886227578,14.0843171840593,17.6036982665509,16.9724504120814,16.3233643033968,10.6412896347505,3.72500313980067,2.99773794804956,1.24475597469181,17.6036982665509,9.15808489369798
1950,-1.01132226076812,3.023318252987,4.87189055073499,6.76649093086019,13.7559961820024,17.5629857969372,17.9775837768593,17.4813166509909,12.8939992129566,7.74713412949375,4.29291074872385,-1.98926690538455,-1.98926690538455,17.9775837768593,8.61441975553279
1951,1.47016966087362,1.88716198301438,2.27767420311859,7.28837548108724,11.5260620201338,15.2930084314114,17.1109719985599,17.1716826261572,14.4866004471076,7.31365269059986,6.47729854341158,2.50003404939395,1.47016966087362,17.1716826261572,8.73355767790576
1952,0.204941627616849,-0.0447369963410853,2.61639617865326,10.3035559289205,12.2885409834693,15.2210520146357,18.2749963020125,17.7876308599147,10.4779759030764,7.16563523051719,1.64676600530836,-0.527888128204341,-0.527888128204341,18.2749963020125,7.95123882579828
1953,-0.788845195267693,-0.0705196439884681,4.83109072488927,9.04930742974522,13.2020848276459,16.0915096998909,17.4082516752581,16.37983187414,13.4952007100136,10.3815996516914,4.84586565002247,2.52908292701987,-0.788845195267693,17.4082516752581,8.94620502758838
1954,-3.24802555379107,-3.50960472002746,4.36131012020552,5.84453214179061,12.1699982975303,15.9850378032001,14.3956053954335,15.7557667672333,13.4864128963475,9.89904996609015,4.04890497707248,3.23978615864227,-3.50960472002746,15.9850378032001,7.70239785414393
1955,-1.6912565621834,-1.88717537949724,0.47576632068389,6.938181092539,10.2576662768662,14.5596383507813,17.3683220626118,16.8021297616822,13.3728419801118,7.97747213950204,3.82217090004828,2.5868212099815,-1.88717537949724,17.3683220626118,7.54854817942728
1956,0.226475636542256,-9.60793043876272,2.97272476088674,5.30418835454908,12.5077155368501,13.2119890148841,16.8652149158673,14.1207860386321,13.7589897377359,8.23257243171282,2.51024607664463,2.01453378844163,-9.60793043876272,16.8652149158673,6.84312548783199
1957,0.277338453766783,3.82791966575775,6.39600645263925,7.46208125525044,9.70682578711314,16.7353597374289,17.6969319263305,15.0535828614329,11.7647527372085,9.1480082500007,4.50826144352685,0.513350153361819,0.277338453766783,17.6969319263305,8.5908682269848
1958,-0.394686061796859,1.88835817729687,-0.297012305227698,5.21658763672088,13.342323954865,14.5198265155469,16.9490886205251,16.9147071054387,14.4833146805916,9.29699528053072,4.25506652191023,2.44388185418487,-0.394686061796859,16.9490886205251,8.21820433171552
1959,-0.0718595713683671,-0.0277692344189137,6.24792703382333,9.4051395048325,12.6717510040385,16.1253614957173,19.2897050820116,17.3500160478701,13.4932068668138,8.45285666042428,3.29618953790507,2.17312553899912,-0.0718595713683671,19.2897050820116,9.03380416388736
1960,-0.0923277226258224,0.381472385104227,4.27909283483532,7.41209255853286,12.7916520375213,16.2401308389826,15.4127634990497,15.7783992877537,12.4543006896398,9.05887977493909,6.00073010831615,1.15260966277145,-0.0923277226258224,16.2401308389826,8.40581632956836
1961,-0.77137506523808,4.43421657089112,6.06479013572312,10.5745916165927,10.2927840403234,16.0068416954365,15.1397049424649,15.756189035537,16.3214907494495,10.5076055740532,3.72971200352774,-0.610885200514648,-0.77137506523808,16.3214907494495,8.95380550818721
1962,1.67584865323483,0.342206456546554,0.241715252174835,8.19357806102656,9.75399843149513,14.2119061241463,15.0169245024463,15.802608965038,12.3347395919096,8.95181508388152,2.6539155407574,-3.33315796965138,-3.33315796965138,15.802608965038,7.15384155775047
1963,-7.38093792125659,-5.70962676840551,2.47457263824194,8.42060853523414,11.965936930475,15.8345911142246,17.7064406382308,15.9447682548011,13.7060217190478,8.12818285082737,7.38884547436109,-3.12798413633154,-7.38093792125659,17.7064406382308,7.11261827745418
1964,-2.55280809817389,0.565285247402338,0.602315637881904,8.62662020691984,13.5620790225033,16.9283623078791,18.061899844545,15.8827361199878,13.5546891876429,7.07787403398799,4.9417448360745,0.426752497188134,-2.55280809817389,18.061899844545,8.13979590365324
1965,1.22860372366405,-1.74018247126036,2.30440967560975,6.67515705980692,11.1756010973952,15.5279978119078,14.9847123803038,14.8618881226225,12.64834790666,8.15649659645607,1.34990273595253,2.64969034588044,-1.74018247126036,15.5279978119078,7.48521874874989
1966,-2.65143635414719,3.53974736466064,3.29012372210113,8.61165884740011,12.9656782108997,16.8673117445291,15.5526797152131,15.5416016611639,13.1805323985565,11.0672500648892,2.21408556445243,1.9744741182742,-2.65143635414719,16.8673117445291,8.5128089214994
1967,0.727085455606009,2.78441821586758,5.40993767844534,6.47446825731295,12.5138195884489,14.7094475904472,18.6378545532692,16.3705832772821,13.7521723234246,11.1419505279052,3.8483920034161,0.354418187958236,0.354418187958236,18.6378545532692,8.89371230494861
1968,-1.08483518139675,0.683583447529047,4.40269660036338,8.99235088737744,10.898014529602,16.0063957041945,16.1887971912041,16.3654384696751,13.4280921454746,10.174632364228,3.72108857587014,-2.01012550829884,-2.01012550829884,16.3654384696751,8.14717743548524
1969,0.449280915872878,-2.11054861388266,0.872080334242248,6.99127414506716,12.9260569964527,14.8292802460487,18.4449775748459,16.5223040275968,13.7703142312512,9.99441059661795,5.09186219484626,-4.68384886534581,-4.68384886534581,18.4449775748459,7.75812031530111
1970,-2.56156995615443,-1.13865917952124,1.16186216693692,5.32473297739623,11.4115276735054,17.1757961836769,16.1229989701454,16.7711905845053,13.1719773487802,8.93114040351323,5.76155237327067,0.461723457520589,-2.56156995615443,17.1757961836769,7.7161894169646
1971,-1.08588289799416,1.35867408310843,0.955157227262959,8.20287856925563,13.9651660745235,13.9011615867018,18.0283115128816,17.8430401085115,12.0374713580405,8.83508622590377,3.52154377719416,3.56714763761398,-1.08588289799416,18.0283115128816,8.4274796052503
1972,-2.33815541594684,1.9464202085944,5.28018409000204,7.22264675428339,11.3065307853967,14.4504773892488,17.6874929877785,15.7473071673974,10.6793568571851,6.7419167576046,4.26118648183242,0.795263506027022,-2.33815541594684,17.6874929877785,7.8150522974503
1973,0.0357783775184694,1.03071171606155,3.90924580592404,5.13672059681331,12.4989051166192,16.1510341805678,17.2128927192907,17.7095645305789,14.1134843972839,7.31730909314184,3.31811790579482,0.149753700080658,0.0357783775184694,17.7095645305789,8.21529317830626
1974,3.31031166359199,3.15774386482949,5.64884134377887,7.95749882083041,10.9737308925686,14.0819691713438,15.2888597081241,17.1084021065969,13.1931156032743,5.49676977306916,4.85401406072514,4.80727066198162,3.15774386482949,17.1084021065969,8.8232106392262
1975,4.49963801586925,1.35316477953017,3.58652369642453,6.76949146392857,11.792743292688,14.7447344845005,18.1940801500406,18.8420892373215,15.473464916565,7.53803987128213,3.0638987114258,1.21952983927012,1.21952983927012,18.8420892373215,8.92311653823719
1976,1.15844020284508,0.443336505694901,1.32046173210942,6.91157539847559,12.8450105078662,17.3749337850925,19.3308032586945,16.1835792611282,12.688519493278,9.48104900042701,4.81136552024404,-1.0388489630285,-1.0388489630285,19.3308032586945,8.45918547523558
1977,0.395529761123965,3.02615551642046,6.11900933009213,5.63748866183091,11.6752968855968,15.4704320086631,16.4825195435148,15.9043069692411,11.8682799195095,10.1479158700876,5.10289503576582,2.11433451575901,0.395529761123965,16.4825195435148,8.66201366813377
1978,0.742244971434791,-1.3938245004926,4.83584061534511,6.51706991010402,11.5801210148952,14.7607044875427,15.5039555906593,15.1191954853853,12.1780361872493,9.09431765851807,4.17459329115302,0.278925936986294,-1.3938245004926,15.5039555906593,7.78259838739837
1979,-4.49839074749583,-1.79970109097607,3.65634197871634,6.33680990669908,12.3465424515005,16.5269849819845,15.3189939799555,15.4549914457875,13.0681568393231,8.64531974334572,3.69030290005945,3.82184519805863,-4.49839074749583,16.5269849819845,7.71401646557988
1980,-2.65315836038213,2.13111277326732,3.30916570612024,6.01803613143066,10.7095335512122,14.6926277480233,15.082771006662,16.638910363575,13.9048375257813,7.96149795005903,3.04131475315585,0.668800149594058,-2.65315836038213,16.638910363575,7.62545410820823
1981,-1.50808561468924,-0.406803180548307,6.79313430253166,7.8025196551522,13.1711459295624,15.2914686731621,16.3528128427616,16.4047956617723,13.9768606458779,8.10914002952808,4.56461514416569,-2.21092427358967,-2.21092427358967,16.4047956617723,8.19505665130723
1982,-2.25471877154252,-0.105880218697583,4.1758500487018,6.5125352006542,12.4419932291943,16.2733934686564,18.9104950279512,17.2883458971876,15.6888267751038,9.64888376597461,5.99605166576892,2.23414568116929,-2.25471877154252,18.9104950279512,8.90082681417683
1983,3.97028548463172,-1.67925833721738,4.54299377900827,8.56567569905918,11.3258521419022,16.2674543612529,20.3930128969057,18.1407705210395,13.7132915437493,9.16478846116276,3.45967379564224,0.667542554765101,-1.67925833721738,20.3930128969057,9.04434024182512
1984,1.06608764090728,-0.306137821899342,1.98402329871645,6.77607862619068,10.8334348302973,13.744203648867,15.8586760367622,17.007087018529,12.3035288568614,10.2285381367167,4.93938733418364,1.19204444283191,-0.306137821899342,17.007087018529,7.96891267074701
1985,-5.49937343533267,-3.08348241572077,2.82114439454875,7.62497830048869,13.3486370474152,13.5274583243791,17.3553738037359,16.2129892856046,13.4647237114956,8.79357359553227,0.833938035684881,3.66345216199697,-5.49937343533267,17.3553738037359,7.42195106748571
1986,0.105865984934539,-6.43660533124199,3.01305236071146,6.2643028386589,14.144348498338,15.9063767258438,17.0311995713125,16.2738391808051,11.3111779694839,9.61500629355601,5.86456239551441,2.04738001077301,-6.43660533124199,17.0311995713125,7.92837554155747
1987,-5.91495801039902,-0.317684473755453,-0.455281702916247,9.06886182923392,9.68296441838332,13.8949537123608,16.9237006109354,15.4966455765093,14.507319224232,9.35538413019149,4.90014094216348,2.14604231614025,-5.91495801039902,16.9237006109354,7.4406740477566
1988,3.50136727853242,2.06579096463049,2.71186119011005,7.97722793278315,14.214063236981,15.0174905038473,17.0219772092335,16.9749139694616,13.2144458740228,9.68333840352997,3.00740323134331,3.38220360979395,2.06579096463049,17.0219772092335,9.06434028368913
1989,2.45892917446965,3.35033840073904,6.97411771601131,7.14945004646905,13.7899783144434,15.322839607818,17.7302233026238,16.9764180037566,14.4428162756103,10.3784467336305,2.68584075489181,2.42567659215803,2.42567659215803,17.7302233026238,9.47375624355178
1990,2.53046918390301,5.74145625350611,6.92110057688604,7.39008911452039,13.8880140551433,15.1808614496669,16.6772580748696,18.2966279936255,11.795450219507,10.182616947109,4.46974013614176,0.770756594279144,0.770756594279144,18.2966279936255,9.48703671659647
1991,1.49956461430689,-2.4051035017848,6.4339413848056,7.04783828212435,9.5495561019584,13.5058601239733,19.1678389519485,17.9132195376539,14.7575889679964,8.16403546718839,3.95544413527099,0.682290966025961,-2.4051035017848,19.1678389519485,8.35600625262231
